ID 3,Name,semi major axis (AU),eccentricity of the orbit,inclination of the orbit wrt J2000 ecliptic plane,longitude of the ascending node,argument of the perihelion (J2000 ecliptic),perihelion distance (comets only),aphelion distance (AU),period (years),data-arc span,codition code,# observations used (total),# of delay radar observations,# of Doppler radar observations used in fit,absolute magnitude,diameter (from equivalent sphere),object bi/tri axial ellipsoid dimensions,geometric albedo,rotation period,mass expressed as product of mass and gravity,color index BV,color index UB,color index IR,spectral taxonomic type (SMASSII),spectral taxonomic type (Tholen)
id,full_name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,n_del_obs_used,n_dop_obs_used,H,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T
a0001390,1390 Abastumani (1935 TA),3.440107763,0.03308437,19.91538388,28.97202942,333.8655147,3.326293965,3.553921561,6.38066984,30839,0,1222,,,9.4,101.58,,0.0298,17.1,,0.685,0.189,,,P
a0001392,1392 Pierre (1936 FO),2.608598216,0.200505136,12.26192655,358.2740007,44.03306984,2.085560877,3.131635555,4.213267096,27823,0,926,,,11.72,26.44,,0.0519,18,,0.757,0.258,,,DX
a0001396,1396 Outeniqua (1936 PF),2.247629598,0.165660433,4.493879855,359.5357068,266.6168608,1.875286305,2.619972891,3.369731643,36969,0,1420,,,11.9,10.95,,0.2335,3.08158,,,,,,
a0001398,1398 Donnera (1936 QL),3.159756411,0.105731871,11.8261701,297.12864,71.76728088,2.825669455,3.493843367,5.616795445,28068,0,1009,,,10.1,29,,0.1913,7.23,,,,,,
a0001403,1403 Idelsonia (1936 QA),2.722493001,0.29109316,10.1573631,157.0067182,192.4007252,1.92999391,3.514992092,4.492192519,28347,0,1120,,,11.5,32.8,,0.0945,5.458,,,,,Cgh,
a0001404,1404 Ajax (1936 QW),5.304143875,0.112964411,18.00545775,332.9813358,60.52730176,4.704964387,5.903323364,12.21605969,28356,0,889,,,9.3,81.69,,0.0665,29.38,,,,,,
a0001405,1405 Sibelius (1936 RE),2.251651977,0.145634161,7.033414442,312.1098704,95.80489191,1.92373453,2.579569423,3.378781442,28138,0,1109,,,12.5,12.18,,0.1432,6.051,,,,,,
a0001406,1406 Komppa (1936 RF),2.695573344,0.09800516,12.42010418,333.2541799,84.62929955,2.431393246,2.959753442,4.425730167,28329,0,1034,,,11.3,25.89,,0.1517,3.508,,,,,Ld,
a0001407,1407 Lindelof (1936 WC),2.765232538,0.280688187,5.805553956,269.0962245,109.5660528,1.98906443,3.541400647,4.598388815,39609,0,1227,,,10.9,20.98,,0.2309,31.151,,,,,X,
a0001408,1408 Trusanda (1936 WF),3.113593649,0.092120794,8.339855155,201.6224275,188.6885354,2.826766929,3.400420369,5.494157453,28244,0,1305,,,11.2,32.46,,0.0668,,,,,,,
a0001409,1409 Isko (1937 AK),2.676183271,0.055106747,6.70489292,177.577898,205.8359386,2.528707516,2.823659026,4.378062727,41177,0,1432,,,11,35.54,,0.0805,11.6426,,,,,,
a0001410,1410 Margret (1937 AL),3.020332428,0.101927533,10.34994283,170.9732829,232.0046459,2.712477394,3.328187463,5.249166163,32604,0,1136,,,11,19.1,,0.1763,,,,,,,
a0001411,1411 Brauna (1937 AM),3.004124067,0.053636267,8.055374345,284.7594336,93.05506945,2.842994067,3.165254067,5.206969086,28198,0,1014,,,10.9,31.17,,0.0794,4.9,,,,,,
a0001413,1413 Roucarie (1937 CD),3.020080189,0.063204757,10.22968812,178.777026,301.6578873,2.829196753,3.210963625,5.248508611,28083,0,1142,,,11.3,21.45,,0.1677,6.357,,,,,,
a0001414,1414 Jerome (1937 CE),2.784640192,0.160629353,8.858243715,143.7799847,2.905419983,2.337345239,3.231935144,4.646884018,28016,0,1041,,,13,17.24,,0.0652,,,,,,Ch,
a0001415,1415 Malautra (1937 EA),2.224013029,0.086380391,3.426019744,329.2313063,241.0303099,2.031901914,2.416124144,3.316761114,38862,0,1293,,,12.19,14.47,,0.1123,12,,0.878,0.475,,,S
a0001416,1416 Renauxa (1937 EC),3.018264052,0.103330436,10.04141617,352.6542025,65.42318872,2.706385511,3.330142593,5.243775005,34407,0,1142,,,10.6,28.95,,0.1459,8.7,,0.79,0.41,,,S
a0001418,1418 Fayeta (1903 RG),2.241371099,0.203966198,7.194500759,355.1316505,324.0339029,1.784207158,2.698535039,3.355666975,40096,0,1252,,,12.09,10.01,,0.2571,63.641,,0.921,0.478,,,S
a0001421,1421 Esperanto (1936 FQ),3.090614149,0.082739619,9.806558405,42.63100313,164.4191809,2.834897911,3.346330388,5.433446373,38626,0,1132,,,10.3,43.31,,0.0714,21.982,,,,,,
a0001423,1423 Jose (1936 QM),2.85982147,0.077909035,2.905849573,58.58773807,319.503255,2.637015538,3.082627403,4.83633734,28222,0,1542,,,10.8,26.14,,0.1632,12.307,,,,,S,
a0001424,1424 Sundmania (1937 AJ),3.188896097,0.062105164,9.175892395,43.00550355,301.8561533,2.990849182,3.386943012,5.694672537,34531,0,1298,,,9.8,70.75,,0.0559,93.73,,,,,X,
a0001425,1425 Tuorla (1937 GB),2.612230666,0.100173467,12.9727239,185.9946277,342.1904801,2.350554463,2.87390687,4.222070566,28131,0,1158,,,11.2,14.94,,0.239,6.76,,,,,,
a0001426,1426 Riviera (1937 GF),2.580389672,0.161361522,9.06207856,335.066092,274.8978896,2.164014067,2.996765277,4.145110807,28103,0,1464,,,10.8,15.44,,0.3546,4.4044,,,,,,
a0001427,1427 Ruvuma (1937 KB),2.748861187,0.211832795,9.345878054,78.45296068,242.0194509,2.166562238,3.331160137,4.557612695,30812,0,1263,,,11.1,37.56,,0.0657,4.797,,,,,C,
a0001428,1428 Mombasa (1937 NO),2.810777952,0.13787804,17.32706828,115.8189537,251.8078638,2.423233398,3.198322506,4.712463611,29275,0,1076,,,10.2,56.63,,0.024,16.67,,,,,Xc,
a0001434,1434 Margot (1936 FD1),3.018249849,0.064280401,10.83179058,152.4196763,147.6157045,2.824235537,3.212264161,5.243737993,39304,0,1456,,,10.43,29.65,,0.1353,8.17,,0.809,0.404,,,S
a0001435,1435 Garlena (1936 WE),2.643579273,0.250968174,4.037751084,189.2342612,268.903691,1.980125009,3.307033538,4.298299859,28194,0,1158,,,13,17.61,,0.0432,,,,,,,
a0001436,1436 Salonta (1936 YA),3.143942021,0.065565107,13.89422755,260.6916316,28.83959854,2.937809126,3.350074916,5.574680667,29544,0,1200,,,10.2,62.9,,0.0339,8.87,,,,,,
a0001437,1437 Diomedes (1937 PB),5.187523541,0.045376636,20.49074349,315.8096936,130.9162528,4.952131173,5.42291591,11.81539712,28005,0,1237,,,8.3,164.31,,0.0313,24.49,,0.7,0.25,,,DP
a0001439,1439 Vogtia (1937 TE),4.001778272,0.11831953,4.203234576,35.60670606,101.3600043,3.528289749,4.475266795,8.005486603,27664,0,1325,,,10.45,47.87,,0.0509,12.95,,0.75,0.32,,,XFU
a0001441,1441 Bolyai (1937 WA),2.632009563,0.237037273,13.90778176,254.3012304,115.2296879,2.008125194,3.255893932,4.270113282,27613,0,878,,,13.1,14.76,,0.0467,,,,,,,
a0001444,1444 Pannonia (1938 AE),3.15266295,0.139023377,17.76348775,303.3330705,311.2170695,2.714369101,3.590956799,5.597892018,27706,0,1007,,,11.3,29.2,,0.4748,10.756,,,,,,
a0001448,1448 Lindbladia (1938 DF),2.372839371,0.184659481,5.819525716,44.93427205,74.75439915,1.934672084,2.811006658,3.655196354,27773,0,1115,,,12.7,20.65,,0.0378,10.969,,,,,,
a0001450,1450 Raimonda (1938 DP),2.610787145,0.172062116,4.864386333,74.93942587,13.4464105,2.161569584,3.060004707,4.218571369,35968,0,1239,,,12.2,14.88,,0.1387,12.66,,,,,,
a0001453,1453 Fennia (1938 ED1),1.896996724,0.028285674,23.67304872,7.097722277,255.0735663,1.843338894,1.950654555,2.612811469,27737,0,1037,,,12.5,7.23,,0.2494,4.4121,,0.928,0.532,,,S
a0001456,1456 Saldanha (1937 NG),3.219933146,0.213274765,10.49301588,282.9696679,63.90486813,2.533202661,3.906663632,5.778012598,32004,0,1096,,,10.93,43.59,,0.0395,19.035,,0.69,0.34,,,C:
a0001458,1458 Mineura (1937 RC),2.626055498,0.181236967,12.53827426,181.6720681,100.1331773,2.150117165,3.101993831,4.255631868,27684,0,1288,,,11.3,17.19,,0.1502,36,,,,,S,
a0001459,1459 Magnya (1937 VA),3.144892953,0.233589544,16.93916114,41.55617305,328.9028354,2.410278842,3.879507064,5.577210075,27637,0,1023,,,10.3,29.9,,0.2168,4.678,,,,,,
a0001461,1461 Jean-Jacques (1937 YL),3.124733718,0.044903896,15.3301994,104.8130677,335.7523416,2.984421001,3.265046435,5.523669978,28633,0,1003,,,10.01,32.94,,0.1613,16.56,,0.715,0.21,,,M
a0001462,1462 Zamenhof (1938 CA),3.146837456,0.10913772,0.967747787,24.7695923,188.5075719,2.803398791,3.490276122,5.582383502,27733,0,1497,,,11.2,25.82,,0.1268,10.4,,,,,,
a0001463,1463 Nordenmarkia (1938 CB),3.155577693,0.18849992,7.298396215,329.8231837,77.42369402,2.56075155,3.750403835,5.60565697,27557,0,1042,,,10.5,44.48,,0.0514,,,,,,,
a0001466,1466 Mundleria (1938 KA),2.377791267,0.156539163,13.14489362,155.0153716,74.54695043,2.005573812,2.750008722,3.666644406,27693,0,1269,,,12.1,21.51,,0.0664,,,,,,,
a0001469,1469 Linzia (1938 QD),3.122757007,0.067365131,13.39769041,188.9846907,207.8149293,2.912392073,3.33312194,5.518429383,30276,0,1316,,,9.8,58.99,,0.0734,22.215,,,,,,
a0001470,1470 Carla (1938 SD),3.158418259,0.068269225,3.212659186,358.436286,342.2812258,2.942795493,3.374041025,5.613227766,27597,0,1630,,,11.1,36.97,,0.0515,6.1514,,,,,,
a0001471,1471 Tornio (1938 SL1),2.717321424,0.116646623,13.62162035,322.0690144,93.3166686,2.400355056,3.034287792,4.479398721,29733,0,947,,,11,33.04,,0.0849,6.6,,,,,T,
a0001473,1473 Ounas (1938 UT),2.575784601,0.236474978,13.64051276,216.5797371,129.4069544,1.966675995,3.184893208,4.134019455,27494,0,1469,,,11.7,17.58,,0.1089,139.1,,,,,,
a0001477,1477 Bonsdorffia (1938 CC),3.200091943,0.275787338,15.71499162,320.6648538,103.3046175,2.317547106,4.082636781,5.724688852,27571,0,779,,,11.59,28.1,,0.0517,7.8,,0.733,,,,XU
a0001481,1481 Tubingia (1938 DR),3.016134179,0.045694648,3.517998074,353.7774442,312.3526494,2.87831299,3.153955367,5.238225487,29380,0,1498,,,10.34,33.26,,0.1167,24,,0.92,0.37,,,
a0001484,1484 Postrema (1938 HC),2.739778631,0.204257324,17.30578155,72.81597509,126.5837829,2.180158779,3.299398482,4.535043041,29627,0,982,,,10.8,43.18,,0.0137,12.1923,,,,,B,
a0001487,1487 Boda (1938 WC),3.138638532,0.120255577,2.46678693,97.07552824,108.2744616,2.761199745,3.516077318,5.560580795,30796,0,1587,,,11.1,29.16,,0.1195,11.025,,,,,,
a0001489,1489 Attila (1939 GC),3.196847192,0.143445831,2.452574787,154.8232549,25.4218001,2.738272789,3.655421595,5.715984188,27383,0,1578,,,11.6,30.27,,0.07,11.28,,,,,,
a0001490,1490 Limpopo (1936 LB),2.353241931,0.154751165,10.01974374,254.3059723,90.89820884,1.989074999,2.717408862,3.610007212,30390,0,1169,,,12,18.58,,0.0811,6.647,,,,,Xc,
a0001492,1492 Oppolzer (1938 FL),2.173478747,0.116611009,6.05686981,137.8131508,81.16261707,1.920027196,2.426930297,3.204359979,27805,0,1373,,,12.9,12.27,,0.089,,,,,,,
a0001493,1493 Sigrid (1938 QB),2.429204714,0.202247957,2.583717814,330.6565898,1.139567703,1.937903024,2.920506403,3.786207183,38207,0,1467,,,11.99,24.03,,0.0489,43.296,,0.643,0.225,,Xc,F
a0001495,1495 Helsinki (1938 SW),2.6377585,0.15550666,12.73202932,13.1281628,268.7754951,2.227569486,3.047947514,4.284111338,30432,0,1110,,,11.4,18.37,,0.12,5.33116,,,,,,
a0001501,1501 Baade (1938 UJ),2.544388461,0.241314862,7.319785741,17.01689255,13.3811056,1.93038971,3.158387211,4.058666138,30394,0,1274,,,11.9,11.05,,0.2093,15.132,,,,,,
a0001502,1502 Arenda (1938 WB),2.73251321,0.087037831,4.09059995,204.3746833,274.6805605,2.494681187,2.970345233,4.517015778,38602,0,1443,,,11.5,33.22,,0.0367,45.8,,,,,Xc,
a0001503,1503 Kuopio (1938 XD),2.62515921,0.104125991,12.37472694,317.0050696,178.3580705,2.351811906,2.898506514,4.253453345,28815,0,965,,,10.4,18.43,,0.2995,9.957,,,,,,
a0001504,1504 Lappeenranta (1939 FM),2.399569366,0.157396278,11.04859934,94.90392141,50.9262625,2.021886078,2.777252653,3.717133557,27107,0,996,,,11.88,12.7,,0.1939,15.19,,0.88,0.418,,,S
a0001505,1505 Koranna (1939 HH),2.659527018,0.133679519,14.46473045,248.3293519,342.8426151,2.304002725,3.015051311,4.337253562,28511,0,1219,,,11.3,20.88,,0.0929,4.451,,,,,,
a0001509,1509 Esclangona (1938 YG),1.866345859,0.032215871,22.32392387,283.545806,268.0453837,1.806219902,1.926471816,2.549742914,27178,0,754,,,12.64,8.17,,0.2327,3.25283,,0.894,0.472,,,S
a0001510,1510 Charlois (1939 DC),2.672463711,0.147144695,11.82109055,331.5053477,164.9604984,2.279224854,3.065702569,4.368938461,27162,0,1059,,,11.5,23.8,,0.1033,5.866,,,,,C,
a0001511,1511 Dalera (1939 FB),2.357454957,0.109123353,4.070181171,81.76057415,97.47751716,2.100201568,2.614708346,3.619706083,31418,0,1435,,,12.7,15.47,,0.0614,,,,,,,
a0001512,1512 Oulu (1939 FE),3.948604919,0.149547657,6.490725334,10.25498023,240.7239184,3.358100305,4.539109533,7.846459287,27399,0,1487,,,9.62,82.72,,0.0366,132.3,,0.715,0.19,,,P
a0001516,1516 Henry (1938 BG),2.623269346,0.18515497,8.744644604,125.8568445,94.21373842,2.137557989,3.108980703,4.248861052,27820,0,1235,,,11.9,19.92,,0.0536,17.37,,,,,,
a0001517,1517 Beograd (1938 FD),2.715962725,0.044554727,5.277603114,63.90015028,232.4551148,2.594953748,2.836971703,4.476039498,30093,0,1400,,,11.1,36.16,,0.0491,6.943,,,,,X,
a0001519,1519 Kajaani (1938 UB),3.123553856,0.241309424,12.60730115,15.88768804,339.6567775,2.369810874,3.877296839,5.520541766,27593,0,1122,,,11.5,26.37,,0.07,,,,,,,
a0001520,1520 Imatra (1938 UY),3.109962253,0.098437072,15.23873799,253.4795038,116.3835725,2.803826673,3.416097833,5.484548471,26904,0,968,,,10.3,53.61,,0.0615,18.635,,,,,C,
a0001524,1524 Joensuu (1939 SB),3.108266982,0.121977285,12.68818324,347.737691,3.188485152,2.729129013,3.487404951,5.48006456,30342,0,1165,,,10.6,42.79,,0.0462,9.276,,,,,,
a0001525,1525 Savonlinna (1939 SC),2.695652059,0.265834587,5.867107057,279.2905943,64.47745632,1.979054509,3.41224961,4.425924027,30189,0,1060,,,12.8,12.18,,0.1306,14.634,,,,,,
a0001532,1532 Inari (1938 SM),3.00332491,0.052972322,8.778979998,330.6498356,122.7408017,2.844231815,3.162418006,5.204891487,28482,0,1155,,,10.7,28.1,,0.0562,25,,0.84,0.36,,,S
a0001533,1533 Saimaa (1939 BD),3.012569845,0.036627452,10.70872139,156.748179,9.378476989,2.902227088,3.122912602,5.228942778,28058,0,1429,,,10.82,26.13,,0.1216,7.08,,0.79,0.45,,,S
a0001534,1534 Nasi (1939 BK),2.729355219,0.251360419,9.789676282,62.18035771,42.9441951,2.043303348,3.41540709,4.509187505,32345,0,975,,,11.8,22.12,,0.0754,7.94,,,,,Cgh,
a0001535,1535 Paijanne (1939 RC),3.177848556,0.188802348,6.083883094,265.2899471,37.9953779,2.577863286,3.777833827,5.665105437,29429,0,1277,,,11.3,26.72,,0.1299,8.8448,,,,,,
a0001537,1537 Transylvania (1940 QA),3.050006771,0.30138316,3.857761548,230.1452256,147.9955301,2.130786094,3.969227448,5.326714344,40065,0,1267,,,12.3,13.77,,0.1619,12,,,,,,
a0001540,1540 Kevola (1938 WK),2.849472671,0.084129643,11.96561478,52.49920278,113.5777674,2.609747553,3.089197789,4.810109315,31785,0,1188,,,10.7,44.18,,0.0433,20.082,,,,,,
a0001541,1541 Estonia (1939 CK),2.768932946,0.068602345,4.874960027,1.459558976,192.7598221,2.578977653,2.958888239,4.607622181,32725,0,1417,,,11.3,20.2,,0.1434,,,,,,Xc,
a0001542,1542 Schalen (1941 QE),3.098618948,0.11371731,2.761110107,211.7961986,164.5640401,2.746252337,3.450985559,5.45456926,42141,0,1509,,,10.5,45.19,,0.0656,7.516,,,,,D,
a0001544,1544 Vinterhansenia (1941 UK),2.37354222,0.104338776,3.333243749,60.01889363,356.2493445,2.125889731,2.62119471,3.656820511,39219,0,1316,,,11.9,21.71,,0.0784,13.77,,,,,,
a0001545,1545 Thernoe (1941 UW),2.771135295,0.237606827,2.953482794,51.81824481,90.56455356,2.112694629,3.429575961,4.613120479,39192,0,1225,,,11.7,18.71,,0.0962,17.2,,,,,K,
a0001548,1548 Palomaa (1935 FK),2.787561931,0.078516456,16.54555465,116.9539681,88.03926936,2.568692446,3.006431415,4.654199439,28865,0,967,,,11.5,26.46,,0.0634,7.4961,,,,,Xk,
a0001549,1549 Mikko (1937 GA),2.23073046,0.083797145,5.547126818,85.32623737,6.287921389,2.043801615,2.417659304,3.331799421,28127,0,1184,,,12.2,9.91,,0.3761,11.49,,,,,S,
a0001552,1552 Bessel (1938 DE1),3.010788554,0.095887463,9.841402693,10.0189427,38.06573853,2.722091678,3.29948543,5.224305761,29208,0,1173,,,11.3,18.56,,0.2042,8.996,,,,,,
a0001556,1556 Wingolfia (1942 AA),3.427419113,0.109144061,15.74878778,91.61336552,269.7663789,3.053336673,3.801501552,6.345400282,26051,0,1013,,,10.55,28.65,,0.1297,10,,0.708,0.202,,,XC
a0001558,1558 Jarnefelt (1942 BD),3.224955953,0.032520636,10.4884195,110.9466386,291.1182162,3.120078334,3.329833573,5.791537641,36750,0,1055,,,10.2,65.09,,0.0347,18.22,,,,,,
a0001561,1561 Fricke (1941 CG),3.204904807,0.125692367,4.316457637,230.8979691,39.55581724,2.802072735,3.607736879,5.737608405,26688,0,1538,,,11.3,26.03,,0.0597,,,,,,,
a0001562,1562 Gondolatsch (1943 EE),2.226402169,0.078258742,4.884367887,129.49434,83.41765029,2.052166737,2.400637601,3.32210708,31943,0,1525,,,11.9,11.52,,0.2536,8.78,,,,,S,
a0001566,1566 Icarus (1949 MA),1.077920644,0.826964345,22.83005491,88.02750522,31.35427655,0.186518704,1.969322583,1.119150225,23295,0,781,0,11,16.9,1,,0.51,2.273,,0.774,0.52,,,
a0001567,1567 Alikoski (1941 HN),3.210998458,0.084621668,17.27918025,51.60332379,111.9609132,2.939278413,3.482718504,5.753979998,27553,0,1057,,,9.47,67.83,,0.0626,16.405,,0.72,,,C,PU
a0001569,1569 Evita (1948 PA),3.146435814,0.133583872,12.26704759,99.52382881,250.1293857,2.726122734,3.566748895,5.581314787,23985,0,1224,,,11.1,33.92,,0.0558,,,,,,,
a0001571,1571 Cesco (1950 FJ),3.144074164,0.110718883,14.57235706,292.7085837,139.1439419,2.795965786,3.492182542,5.575032135,23176,0,849,,,11.5,28.9,,0.053,,,,,,,
a0001572,1572 Posnania (1949 SC),3.106561666,0.208155706,13.29357967,6.108235012,354.4507065,2.459913131,3.753210202,5.475555315,23340,0,1156,,,10.1,33.62,,0.1563,8.048,,,,,,
a0001573,1573 Vaisala (1949 UA),2.370845927,0.231336079,24.5400365,202.4059475,173.5474334,1.822383727,2.919308127,3.650591176,23540,0,996,,,12.3,9.77,,0.2226,252,,,,,,
a0001574,1574 Meyer (1949 FD),3.544011059,0.03704538,14.49152098,245.9632066,266.3641195,3.412721824,3.675300293,6.67191961,30618,0,1224,,,9.9,58.68,,0.0389,12.64,,,,,,
a0001575,1575 Winifred (1950 HH),2.373683201,0.179106104,24.82229386,206.8631949,348.4512964,1.948542051,2.798824351,3.657146321,31248,0,1049,,,12,9.3,,0.2452,125,,,,,,
a0001576,1576 Fabiola (1948 SA),3.146070253,0.167389173,0.949348915,166.6057166,243.4829492,2.619452156,3.672688351,5.580342137,29860,0,1549,,,11.04,27.25,,0.0913,6.7,,0.632,0.405,,,BU
a0001578,1578 Kirkwood (1951 AT),3.934278616,0.239165546,0.809326721,73.98744138,2.465464616,2.993334721,4.875222512,7.803795334,25610,0,1422,,,10.26,51.88,,0.0517,12.518,,0.788,0.276,,,D
a0001579,1579 Herrick (1948 SB),3.435093468,0.12735553,8.762856735,184.1560426,280.178686,2.997615318,3.872571617,6.366724245,30863,0,1323,,,10.68,42.73,,0.0517,,,0.645,0.289,,,F
a0001580,1580 Betulia (1950 KA),2.1968185,0.487476953,52.0923791,62.31502797,159.4699396,1.125920111,3.267716889,3.256112998,23207,0,583,5,7,14.5,5.8,,0.08,6.1324,,0.656,0.249,,,C
a0001581,1581 Abanderada (1950 LA1),3.15588404,0.123758904,2.539347407,104.8742273,91.07570483,2.76531529,3.54645279,5.606473296,30742,0,1488,,,10.85,39.28,,0.0523,,,0.659,0.351,,,BCU
a0001582,1582 Martir (1950 LY),3.152876281,0.128678773,11.61354183,94.03085648,128.9511559,2.747168029,3.558584534,5.598460216,23234,0,1124,,,11.2,36.79,,0.057,9.84,,,,,,
a0001583,1583 Antilochus (1950 SA),5.123507287,0.052685827,28.53257038,221.3889513,188.2746902,4.85357107,5.393443505,11.5973627,31924,0,1056,,,8.6,101.62,,0.0633,31.52,,0.752,0.253,,,D
a0001584,1584 Fuji (1927 CR),2.376193198,0.194355012,26.62229754,305.4028204,188.7591299,1.914368141,2.838018256,3.662948603,31795,0,908,,,10.67,21.7,,0.2025,14.88,,0.908,0.44,,,S
a0001585,1585 Union (1947 RG),2.928373508,0.309206087,26.18571265,150.0953909,264.7348999,2.022902595,3.83384442,5.011271195,27448,0,1259,,,10.66,50.42,,0.0378,9.38,,0.59,0.29,,,
a0001586,1586 Thiele (1939 CJ),2.429853501,0.104964412,4.055322964,125.8870486,30.09321192,2.174805358,2.684901645,3.787724103,27438,0,1393,,,12.1,14,,0.1575,3.086,,,,,,
a0001590,1590 Tsiolkovskaja (1933 NA),2.229584712,0.157706178,4.351185552,226.6369663,52.36219741,1.877965429,2.581203995,3.329232833,38804,0,1578,,,11.6,13.27,,0.2095,6.731,,,,,,
a0001591,1591 Baize (1951 KA),2.391856374,0.175948929,24.81882504,90.56489432,163.6347942,1.971011807,2.812700941,3.699225862,25964,0,1052,,,11.3,18.7,,0.1056,7.78,,,,,,
a0001592,1592 Mathieu (1951 LA),2.770808466,0.303882681,13.53825286,106.1784405,177.7212206,1.928807762,3.612809171,4.612304393,22949,0,1172,,,11.9,13.47,,0.2232,28.46,,,,,X,
a0001594,1594 Danjon (1949 WA),2.268573501,0.196045353,8.946956328,69.48914216,222.0675061,1.823830209,2.713316794,3.416941037,30033,0,1211,,,11.8,11.56,,0.1743,12,,,,,S,
a0001595,1595 Tanga (1930 ME),2.647301687,0.110022283,4.165342622,112.2179494,189.4558595,2.356039513,2.938563861,4.307381683,30600,0,1336,,,12.02,22.21,,0.0557,11.05,,0.655,0.48,,,C:
a0001596,1596 Itzigsohn (1951 EV),2.89187087,0.129822303,13.28272458,249.169125,161.3712577,2.516441534,3.267300206,4.917864371,28985,0,1317,,,10.6,49.64,,0.0496,39.722,,,,,,
a0001598,1598 Paloque (1950 CA),2.33236357,0.080670979,7.535275178,298.0796404,300.7773001,2.144209517,2.520517624,3.562071039,23427,0,1332,,,12.7,13.39,,0.1299,5.949,,,,,,
a0001599,1599 Giomus (1950 WA),3.127172801,0.144314515,6.091885915,43.44647236,356.7901718,2.675876376,3.578469227,5.530138683,23164,0,1287,,,11,39.54,,0.045,6.46,,,,,,
a0001603,1603 Neva (1926 VH),2.75640871,0.093166377,8.557168393,130.0281369,257.7138939,2.499604096,3.013213324,4.576396267,38956,0,1294,,,10.8,36.03,,0.0594,6.4249,,,,,Ch,
a0001604,1604 Tombaugh (1931 FH),3.02861793,0.098963051,9.396045477,309.1193919,38.19373377,2.728896659,3.328339201,5.270780567,34355,0,1317,,,10.4,32.33,,0.1038,7.047,,0.751,0.373,,Xc,XSCU
a0001605,1605 Milankovitch (1936 GA),3.011270429,0.07843111,10.56323836,173.75237,276.2467893,2.775093147,3.247447711,5.225560032,28486,0,1416,,,10.2,32.47,,0.1529,11.6,,,,,,
a0001607,1607 Mavis (1950 RA),2.548967529,0.305316223,8.581069757,122.5418686,236.0108565,1.770726391,3.327208666,4.069627476,40619,0,1308,,,11.3,11.97,,0.2826,6.1339,,,,,,
a0001609,1609 Brenda (1951 NL),2.582976117,0.249506773,18.65891141,105.423646,228.4918709,1.93850608,3.227446154,4.151344628,32289,0,1140,,,10.5,29.64,,0.1147,19.46,,0.86,0.39,,,
a0001613,1613 Smiley (1950 SD),2.733977915,0.26137866,7.988107791,320.8026393,127.3065976,2.019374431,3.448581398,4.520648138,30994,0,1040,,,11.6,21.11,,0.0883,80.61,,,,,Cgh,
a0001614,1614 Goldschmidt (1952 HA),2.996439516,0.0706133,14.07340098,162.4081836,342.2642926,2.784851032,3.208028,5.187002721,31250,0,1240,,,10.7,46.32,,0.0432,,,,,,,
a0001615,1615 Bardwell (1950 BW),3.121992808,0.178140936,1.687929213,152.5401025,251.6956748,2.565838087,3.67814753,5.51640381,31697,0,1465,,,11.38,27.78,,0.0642,18,,0.692,0.329,,,B
a0001616,1616 Filipoff (1950 EA),2.909856961,0.020656785,8.48251462,48.29181173,15.45100397,2.849748673,2.96996525,4.963815878,23366,0,1455,,,11.2,24.31,,0.0751,5.652,,,,,,
a0001618,1618 Dawn (1948 NF),2.871917054,0.026022362,3.225436861,102.954112,179.2357279,2.79718299,2.946651118,4.867052614,24003,0,1318,,,11.1,19.59,,0.1157,43.19,,,,,S,
a0001620,1620 Geographos (1951 RA),1.245477394,0.335551208,13.33732477,337.222997,276.8685372,0.82755595,1.663398838,1.389990962,22475,0,2944,3,4,15.6,2.56,5.0x2.0x2.1,0.3258,5.22204,,0.862,0.471,,S,S
