ID 3,Name,semi major axis (AU),eccentricity of the orbit,inclination of the orbit wrt J2000 ecliptic plane,longitude of the ascending node,argument of the perihelion (J2000 ecliptic),perihelion distance (comets only),aphelion distance (AU),period (years),data-arc span,codition code,# observations used (total),# of delay radar observations,# of Doppler radar observations used in fit,absolute magnitude,diameter (from equivalent sphere),object bi/tri axial ellipsoid dimensions,geometric albedo,rotation period,mass expressed as product of mass and gravity,color index BV,color index UB,color index IR,spectral taxonomic type (SMASSII),spectral taxonomic type (Tholen)
id,full_name,a,e,i,om,w,q,ad,per_y,data_arc,condition_code,n_obs_used,n_del_obs_used,n_dop_obs_used,H,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T
a0004250,4250 Perun (1984 UG),3.174623342,0.113454618,2.522183369,59.55459043,263.9528284,2.814447662,3.534799022,5.656483309,13356,0,1467,,,11.9,19.6,,0.0664,,,,,,,
a0004266,4266 Waltari (1940 YE),3.170254632,0.176164429,16.50084675,322.5365176,157.1817141,2.611768535,3.728740728,5.6448112,26676,0,829,,,11.9,24.1,,0.0528,11.2,,,,,,
a0004281,4281 Pounds (1985 TE1),2.462806876,0.111953399,0.72921607,187.9307651,209.1152533,2.187087276,2.738526477,3.865037737,13357,0,1426,,,13.7,14.6,,0.0361,,,,,,,
a0004292,4292 Aoba (1989 VO),2.749298003,0.04869797,3.545452536,321.6245803,142.649252,2.615412771,2.883183235,4.558699099,21507,0,1184,,,12.1,24.59,,0.0385,,,,,,C,
a0004298,4298 Jorgenunez (1941 WA),3.047230367,0.294075328,3.296617257,88.14684251,311.6174884,2.151115096,3.943345638,5.319442683,26170,0,1048,,,12.2,18.91,,0.0651,,,,,,,
a0004313,4313 Bouchet (1979 HK1),2.653607585,0.013055735,9.273792394,44.20203846,166.5088681,2.618962788,2.688252382,4.32278118,29060,0,965,,,12.6,20.12,,0.0758,,,,,,,
a0004315,4315 Pronik (1979 SL11),2.974491337,0.295066273,16.68930098,28.5297956,266.1187636,2.096819264,3.852163411,5.130116941,13226,0,813,,,12.2,19.43,,0.0513,,,,,,,
a0004317,4317 Garibaldi (1980 DA1),3.995826547,0.162295984,9.817989206,38.50833479,94.70523299,3.347319948,4.644333146,7.987633763,12192,0,963,,,10.8,49.5,,0.0499,28.5,,,,,,
a0004327,4327 Ries (1982 KB1),2.770016534,0.226047021,16.67762662,55.75971912,277.0557972,2.14386255,3.396170518,4.610327151,11650,0,928,,,11.6,14.8,,0.097,,,,,,Sk,
a0004332,4332 Milton (1983 RC),2.585569917,0.314522371,19.16370441,166.0004958,198.5081602,1.772350336,3.398789497,4.157599307,29413,0,1027,,,12.7,11.54,,0.2306,3.2978,,,,,Xe,
a0004335,4335 Verona (1983 VC7),2.211982935,0.21998136,3.102635733,37.66424334,324.7576978,1.725387922,2.698577949,3.289886087,21549,0,1297,,,13.3,5.15,,0.2418,3.5943,,,,,,
a0004342,4342 Freud (1987 QO9),2.765160601,0.092467831,6.079080943,133.4707219,181.8959195,2.509472198,3.020849005,4.598209377,22994,0,1104,,,12.3,16.66,,0.092,,,,,,Xc,
a0004343,4343 Tetsuya (1988 AC),2.785319859,0.172400731,6.935131817,221.2452205,280.7677652,2.305128679,3.265511039,4.64858542,21009,0,1048,,,12.4,18.94,,0.0856,,,,,,Ch,
a0004349,4349 Tiburcio (1989 LX),2.619197796,0.242030739,10.73765412,90.53019177,280.2121127,1.985271417,3.253124174,4.238972968,30099,0,1244,,,11.7,26.14,,0.054,16.284,,,,,,
a0004350,4350 Shibecha (1989 UG1),2.627198719,0.192760146,13.69065399,32.39173231,109.8550309,2.12077951,3.133617928,4.258411124,14531,0,952,,,12.1,24,,0.0487,2.89,,,,,,
a0004356,4356 Marathon (9522 P-L),2.805853498,0.190340025,7.449742419,1.982972992,264.4736636,2.271787273,3.339919724,4.700084756,19466,0,932,,,12.9,12.36,,0.0665,,,,,,,
a0004366,4366 Venikagan (1979 YV8),3.156443495,0.1396733,1.730248862,38.58407659,87.73471493,2.715572616,3.597314374,5.607964181,22714,0,1255,,,12.3,30.61,,0.0273,,,,,,,
a0004368,4368 Pillmore (1981 JC2),3.185752463,0.020882424,20.91549113,225.516041,117.7537985,3.11922623,3.252278696,5.686253846,13320,0,970,,,11.4,20.93,,0.1219,3.6054,,,,,,
a0004378,4378 Voigt (1988 JF),2.677187334,0.244562149,10.98552594,98.25973465,128.4802654,2.022448646,3.331926023,4.380526831,36871,0,918,,,11.7,11.62,,0.2734,10.796,,,,,,
a0004379,4379 Snelling (1988 PT1),3.160686489,0.123471749,21.66058983,211.2408074,172.0129378,2.770430999,3.550941978,5.619275591,23510,0,821,,,11.7,24.38,,0.043,,,,,,,
a0004381,4381 Uenohara (1989 WD1),3.027031849,0.079723104,11.22428265,108.1230033,228.9181017,2.785707475,3.268356223,5.266640664,22126,0,1053,,,11.1,20.49,,0.1394,,,,,,,
a0004414,4414 Sesostris (4153 P-L),2.334102869,0.117309987,7.747419488,350.6093766,120.1599677,2.060289292,2.607916445,3.566056262,19305,0,836,,,14.2,12.09,,0.0304,,,,,,,
a0004424,4424 Arkhipova (1967 DB),2.758394916,0.077102515,14.71869999,138.4910005,15.67841102,2.545715731,2.971074101,4.58134363,23461,0,1070,,,11.6,25.01,,0.0709,,,,,,Xk,
a0004431,4431 Holeungholee (1978 WU14),3.06387471,0.099006155,10.9014399,223.133329,218.5896498,2.760532256,3.367217163,5.363085306,18523,0,962,,,11.6,28.87,,0.0925,9.81,,,,,,
a0004436,4436 Ortizmoreno (1983 EX),3.250285416,0.055176649,17.32875222,90.528211,27.24906419,3.070945558,3.429625273,5.859903322,22627,0,891,,,11.2,30.74,,0.0744,8.24,,,,,,
a0004438,4438 Sykes (1983 WR),3.164174493,0.251875447,13.30540716,56.88980064,292.1909549,2.367196628,3.961152358,5.628579962,21686,0,982,,,11.5,24.86,,0.0718,,,,,,,
a0004442,4442 Garcia (1985 RB1),3.006792132,0.240416203,15.12986589,286.3854227,265.1958889,2.283910586,3.729673678,5.213907354,13165,0,686,,,12.8,14.67,,0.0683,,,,,,,
a0004449,4449 Sobinov (1987 RX3),3.141716446,0.09479391,4.898926614,299.1603378,311.7338077,2.84390086,3.439532032,5.568762297,21830,0,1141,,,11.5,30.02,,0.0649,,,,,,,
a0004460,4460 Bihoro (1990 DS),2.927713752,0.179628459,27.02428291,326.3846614,30.72107379,2.401813041,3.453614463,5.009577749,21549,0,964,,,10.8,39.82,,0.0444,,,,,,,
a0004470,4470 Sergeev-Censkij (1978 QP1),3.139797643,0.169603329,2.459442412,119.9958581,202.1003143,2.60727751,3.672317776,5.563661394,14767,0,1436,,,12.4,18.34,,0.0912,,,,,,,
a0004484,4484 Sif (1987 DD),2.634725942,0.100602093,29.7873772,85.03253028,359.6180911,2.369666997,2.899784888,4.276725476,17754,0,745,,,12.3,21.32,,0.0562,,,,,,,
a0004489,4489 (1988 AK),5.230236327,0.058658727,22.20533693,86.59898396,8.925989392,4.923437323,5.537035332,11.96162468,12367,0,902,,,9,92.93,,0.0514,12.58,,,,,,
a0004490,4490 Bambery (1988 ND),1.930751294,0.092395661,26.12231618,134.8357364,267.9019409,1.752358251,2.109144336,2.682858107,10513,0,727,,,13,8.26,,0.2156,5.815,,,,,,
a0004493,4493 Naitomitsu (1988 TG1),3.024751525,0.070992933,9.006454836,264.6595842,157.5971937,2.810015542,3.239487509,5.260690584,26174,0,1017,,,11.2,20.74,,0.1636,5.04,,,,,,
a0004500,4500 Pascal (1989 CL),3.171226613,0.163011155,2.939284984,136.9980164,306.0405292,2.654281301,3.688171925,5.647407398,29856,0,1040,,,12.5,18.56,,0.0813,,,,,,,
a0004505,4505 Okamura (1990 DV1),3.009013877,0.051196156,11.84293734,119.1923102,21.29672105,2.854963935,3.16306382,5.219687326,25838,0,928,,,11.2,19.35,,0.1714,6.6687,,,,,,
a0004511,4511 Rembrandt (1935 SP1),2.399479711,0.251600409,22.74178788,0.412149698,302.6185159,1.795769634,3.003189787,3.716925234,28594,0,829,,,12,9.02,,0.2861,,,,,,,
a0004522,4522 Britastra (1980 BM),2.670514579,0.203564104,12.5203057,131.9729502,228.2299739,2.126893672,3.214135486,4.364159674,23343,0,1216,,,12.2,22.01,,0.0527,,,,,,,
a0004540,4540 Oriani (1988 VY1),2.666672967,0.176190129,6.351500024,246.620392,261.0090037,2.196831513,3.13651442,4.354746108,18597,0,1120,,,12.4,16.5,,0.1129,,,,,,,
a0004543,4543 Phoinix (1989 CQ1),5.115393332,0.096752064,14.71290259,325.4158538,85.46856621,4.620468466,5.610318197,11.56982398,21524,0,803,,,9.7,62.79,,0.0591,38.866,,,,,,
a0004544,4544 Xanthus (1989 FB),1.041797989,0.250039816,14.14445137,24.01820047,333.73154,0.781307012,1.302288967,1.063367725,7629,0,805,0,1,17.1,1.3,,,37.65,,,,,,
a0004547,4547 Massachusetts (1990 KP),2.61459426,0.069081486,18.00372038,358.3414335,38.6740446,2.433974203,2.795214317,4.22780217,38394,0,878,,,11.5,24.37,,0.1184,7.703,,,,,X,
a0004554,4554 Fanynka (1986 UT),3.18656558,0.119670041,9.213697801,255.6907733,5.864656637,2.805229148,3.567902012,5.688430985,13393,0,895,,,11.6,24.48,,0.0812,4.779,,,,,,
a0004562,4562 Poleungkuk (1979 UD2),2.471673866,0.14208524,3.421544237,264.1314195,35.72122814,2.120485491,2.822862242,3.885929801,21245,0,1387,,,12.8,15.36,,0.0473,,,,,,,
a0004573,4573 Piestany (1986 TP6),3.042970039,0.068618426,9.41763341,299.3750893,246.2950986,2.834166225,3.251773852,5.308290926,23077,0,1110,,,11.6,24.47,,0.0616,,,,,,,
a0004597,4597 Consolmagno (1983 UA1),2.610379987,0.119802217,4.869801379,70.28521888,163.4352145,2.297650679,2.923109296,4.217584565,22598,0,1111,,,12.6,17.6,,0.0824,,,,,,,
a0004609,4609 Pizarro (1988 CT3),3.111386516,0.106544336,13.33987833,188.9038078,116.6830112,2.779885904,3.442887127,5.488316523,16189,0,1102,,,11.7,27.62,,0.0582,,,,,,,
a0004617,4617 Zadunaisky (1976 DK),3.211029146,0.067741712,18.66810152,234.599961,273.1950661,2.993508533,3.428549759,5.754062486,22645,0,866,,,11.1,29,,0.0696,,,,,,,
a0004642,4642 Murchie (1990 QG4),3.174063155,0.15174647,1.008842296,149.8142942,129.5711672,2.692410275,3.655716034,5.654986179,35619,0,1309,,,12.3,22.1,,0.0628,,,,,,,
a0004645,4645 Tentaikojo (1990 SP4),2.671397238,0.134536613,9.459231073,179.7746747,292.6993806,2.311996501,3.030797974,4.366323517,30361,0,1088,,,12.6,13.14,,0.1622,,,,,,,
a0004648,4648 Tirion (1931 UE),2.394236588,0.185902233,9.794922768,319.7141681,123.0198797,1.94914266,2.839330516,3.704749066,30116,0,769,,,13.1,12.29,,0.0614,,,,,,,
a0004663,4663 Falta (1984 SM1),3.209350876,0.059250431,14.89794318,353.2003426,6.575158382,3.019195455,3.399506298,5.749551965,21355,0,945,,,11.4,28.77,,0.0338,,,,,,,
a0004672,4672 Takuboku (1988 HB),3.185026681,0.052148899,15.55751986,91.87680142,174.3760979,3.018931045,3.351122317,5.684310783,15648,0,918,,,11.3,35.59,,0.0609,,,,,,,
a0004695,4695 Mediolanum (1985 RU3),2.668619823,0.138077935,12.54523198,177.2697051,273.4945343,2.300142308,3.037097337,4.359515878,22717,0,1155,,,11.8,18.6,,0.056,,,,,,,
a0004709,4709 Ennomos (1988 TU2),5.234957759,0.0232245,25.46980513,253.1727676,88.03134573,5.113378484,5.356537034,11.97782531,22876,0,871,,,8.5,80.85,,0.0744,12.275,,,,,,
a0004712,4712 Iwaizumi (1989 QE),3.15617402,0.133043173,12.20902718,334.1183971,349.4081074,2.736266615,3.576081425,5.607246044,30338,0,1138,,,11.3,28.75,,0.0933,6.2486,,,,,,
a0004717,4717 Kaneko (1989 WX),3.016616963,0.098038099,10.78558038,73.31343471,243.2866679,2.720873572,3.312360354,5.23948324,29851,0,1007,,,11.2,17.99,,0.1808,,,,,,,
a0004730,4730 Xingmingzhou (1980 XZ),3.124918704,0.045640285,12.00896898,80.82213496,201.0087107,2.982296525,3.267540884,5.524160492,30007,0,1048,,,11.3,25.06,,0.1022,,,,,,,
a0004732,4732 Froeschle (1981 JG),3.157696661,0.071544418,16.85684428,226.4400813,145.494602,2.931781091,3.383612231,5.61130421,21349,0,996,,,11.3,29.84,,0.0599,,,,,,,
a0004754,4754 Panthoos (5010 T-3),5.232000739,0.011506501,12.32610434,155.0723685,198.2053608,5.171798719,5.29220276,11.96767805,13254,0,871,,,10,53.15,,0.0571,27.68,,,,,,
a0004758,4758 Hermitage (1978 SN4),3.214108998,0.169084195,1.625247445,60.89320016,284.9405288,2.670653967,3.75756403,5.762342966,23614,0,1381,,,12.2,16.7,,0.1106,10.1505,,,,,,
a0004759,4759 Aretta (1978 VG10),3.180770183,0.178239287,0.804269356,142.573059,204.9877831,2.613831973,3.747708394,5.672919746,13317,0,1346,,,12.4,15.64,,0.1255,,,,,,,
a0004768,4768 Hartley (1988 PH1),3.174420052,0.236227068,20.0827328,320.5004456,26.68454625,2.424536111,3.924303993,5.655939991,11934,0,893,,,11.2,36.63,,0.0398,22.08,,,,,,
a0004769,4769 Castalia (1989 PB),1.063307917,0.483201511,8.886066462,325.5990052,121.3526604,0.549515925,1.577099909,1.09647005,8804,0,233,8,7,16.9,1.4,,,4.095,,,,,,
a0004772,4772 (1989 VM),3.160820488,0.069215665,11.51454832,209.9056777,186.785698,2.942042195,3.379598782,5.619632945,15571,0,1116,,,11.8,28.68,,0.0409,,,,,,,
a0004783,4783 Wasson (1983 AH1),2.554559672,0.204982227,16.570551,109.2943424,357.8965799,2.030920341,3.078199003,4.083027265,11142,0,679,,,13.5,11.34,,0.0455,,,,,,,
a0004790,4790 Petrpravec (1988 PP),2.625869074,0.085754306,12.72494383,131.5207741,85.52718875,2.400689495,2.851048653,4.255178713,12903,0,990,,,12.9,17.62,,0.1084,,,,,,,
a0004791,4791 Iphidamas (1988 PB1),5.165013408,0.047243678,25.96142318,261.458538,165.1537403,4.92099918,5.409027636,11.73857508,9270,0,688,,,10,57.85,,0.0579,9.727,,,,,,
a0004812,4812 Hakuhou (1977 DL3),2.36756635,0.207730789,4.675076328,3.718222378,73.38152386,1.875749924,2.859382777,3.643019036,23232,0,881,,,14.4,7.28,,0.058,,,,,,,
a0004813,4813 Terebizh (1977 RR7),3.122245662,0.10228213,11.85793122,20.96867691,296.2315078,2.802895725,3.441595599,5.517073992,13355,0,1091,,,12.1,29.99,,0.0226,,,,,,,
a0004831,4831 Baldwin (1988 RX11),3.091320978,0.114279139,0.264517375,65.78360959,145.7978462,2.738047477,3.444594479,5.435310437,22764,0,1184,,,12.4,35.18,,0.0157,,,,,,,
a0004833,4833 Meges (1989 AL2),5.246127366,0.091828948,34.69186579,101.7685276,280.0412712,4.764381009,5.727873724,12.01618062,9221,0,896,,,8.9,87.33,,0.0531,14.25,,,,,,
a0004834,4834 Thoas (1989 AM2),5.219197416,0.135725561,28.465543,76.02957497,352.041511,4.510818921,5.927575912,11.92377545,9990,0,804,,,9,86.82,,0.049,18.192,,,,,,
a0004836,4836 Medon (1989 CK1),5.197516266,0.109214363,19.41270092,82.04798173,34.23949821,4.629872841,5.765159692,11.84955355,9991,0,829,,,9.4,67.73,,0.061,9.838,,,,,,
a0004837,4837 Bickerton (1989 ME),3.197786125,0.132446729,28.22552378,327.2224536,43.89058614,2.774249813,3.621322436,5.718502601,12931,0,605,,,11.7,24.16,,0.0693,,,,,,,
a0004840,4840 Otaynang (1989 UY),3.181897081,0.100671117,15.17048484,247.4760809,194.32595,2.861571947,3.502222215,5.675934755,21307,0,905,,,11.7,27.78,,0.0398,,,,,,,
a0004843,4843 Megantic (1990 DR4),3.089704651,0.12206041,11.00838809,162.6357505,220.7691693,2.712574034,3.466835268,5.431048139,38561,0,1093,,,11.8,26.02,,0.1039,,,,,,,
a0004870,4870 Shcherban'' (1989 UK8),3.212850054,0.080630607,9.737234283,83.54105618,346.1478255,2.953796003,3.471904104,5.758957692,30087,0,1081,,,11.5,25.29,,0.0834,,,,,,,
a0004874,4874 Burke (1991 AW),2.603211816,0.122460589,14.65513359,127.5954408,325.4634984,2.284420963,2.922002669,4.2002241,23052,0,878,,,12.2,18.5,,0.0818,3.657,,,,,,
a0004889,4889 Praetorius (1982 UW3),3.09556666,0.192506373,13.9448088,185.8834114,275.265122,2.499650351,3.69148297,5.446511729,12581,0,884,,,12.2,18.39,,0.0908,,,,,,,
a0004896,4896 Tomoegozen (1986 YA),3.106195197,0.168036534,16.57226895,261.4134425,96.34472254,2.584240923,3.628149471,5.474586447,10436,0,851,,,11.4,28.9,,0.1345,8.869,,,,,,
a0004903,4903 Ichikawa (1989 UD),3.146813265,0.182161792,2.543106889,90.78784746,251.1127812,2.573584123,3.720042408,5.582319131,22291,0,1248,,,12.5,18,,0.1039,,,,,,,
a0004907,4907 Zoser (7618 P-L),3.176625359,0.093810343,5.994609938,136.5186282,302.1109111,2.878625044,3.474625674,5.661834887,19532,0,1216,,,12.1,21.98,,0.0529,,,,,,,
a0004911,4911 Rosenzweig (1953 UD),2.639296034,0.178490249,13.01920246,209.9357502,157.4918018,2.168207428,3.110384639,4.287857659,22075,0,1000,,,12,14.6,,0.0908,,,,,,,
a0004918,4918 Rostropovich (1974 QU1),2.640589907,0.233162618,1.767824496,205.3887114,195.7420583,2.024903052,3.256276762,4.291011127,14452,0,1164,,,13.4,11.93,,0.0651,,,,,,,
a0004930,4930 Rephiltim (1983 AO2),3.123240437,0.047829792,15.528426,122.3018288,358.6285715,2.973856498,3.272624376,5.519710886,23166,0,893,,,11.1,31.27,,0.072,5.243,,,,,,
a0004954,4954 Eric (1990 SQ),2.001211837,0.448741434,17.44770272,358.5304988,52.43874521,1.103185168,2.899238506,2.831051676,14211,0,2071,,,12.6,10.8,,,12.056,,,,,S,
a0004955,4955 Gold (1990 SF2),3.157016726,0.129673859,7.432384278,89.89113425,247.1604553,2.747634185,3.566399266,5.609491915,10841,0,1122,,,11.7,29.84,,0.0599,,,,,,,
a0004958,4958 Wellnitz (1991 NT1),3.010608212,0.078270081,9.094044243,253.1266527,218.0870116,2.774967662,3.246248762,5.223836374,30371,0,962,,,11.4,27.61,,0.0582,,,,,,,
a0004959,4959 Niinoama (1991 PA1),3.147453878,0.006198903,9.004629334,128.9261294,302.3589546,3.127943116,3.166964641,5.584023849,23180,0,1135,,,10.8,27.96,,0.1082,4.73,,,,,,
a0004966,4966 Edolsen (1981 EO34),2.635794183,0.209665709,9.924241662,176.0126569,183.584042,2.083158528,3.188429839,4.279326717,12089,0,1032,,,13.6,9.66,,0.0687,,,,,,,
a0004967,4967 Glia (1983 CF1),3.149332381,0.04066777,16.98252902,125.011675,224.2276154,3.021256057,3.277408706,5.589023686,20064,0,968,,,11.2,29.67,,0.1054,,,,,,,
a0004973,4973 Showa (1990 FT),3.432513285,0.077929732,18.89028478,352.9165813,133.2885156,3.165018444,3.700008127,6.359552289,15681,0,725,,,11.4,24.84,,0.0865,,,,,,,
a0005012,5012 Eurymedon (9507 P-L),5.27218386,0.084895538,4.996621836,34.83416364,334.1508143,4.824598976,5.719768745,12.10581473,21971,0,1000,,,10.5,18.3,,0.063,,,,,,,
a0005022,5022 Roccapalumba (1984 HE1),3.147267202,0.088920388,11.05179394,223.0656659,69.07441338,2.867410982,3.427123421,5.583527072,30271,0,987,,,11.6,33.77,,0.0324,,,,,,,
a0005024,5024 Bechmann (1985 VP),3.226009342,0.050135959,14.63799284,352.5992026,120.0530562,3.06427027,3.387748414,5.794375466,14554,0,711,,,11.7,28.52,,0.0545,,,,,,,
a0005025,5025 (1986 TS6),5.201162717,0.07490375,11.02316012,347.8438322,74.02595669,4.811576124,5.59074931,11.86202578,10047,0,849,,,10.3,57.83,,0.0635,250,,,,,,
a0005027,5027 Androgeos (1988 BX1),5.303324749,0.06540819,31.44841191,78.22080589,345.1267876,4.956443875,5.650205622,12.21322998,9575,0,736,,,9.6,57.86,,0.0917,11.355,,,,,,
a0005070,5070 Arai (1991 XT),3.107993185,0.067127708,6.034935958,339.9212488,187.5824834,2.899360727,3.316625642,5.479340494,22829,0,1262,,,11.5,28.47,,0.0792,53,,,,,,
a0005079,5079 Brubeck (1975 DB),2.642959353,0.203251731,10.76900955,269.0327491,246.0025056,2.10577329,3.180145415,4.296788017,14253,0,739,,,12.6,16.5,,0.0592,,,,,,B,
a0005081,5081 Sanguin (1976 WC1),2.318875271,0.11372516,13.19561722,83.30236799,163.6404649,2.055160809,2.582589732,3.531216019,16757,0,908,,,12.5,15.44,,0.1072,10.262,,,,,Ch,
a0005084,5084 Gnedin (1977 FN1),3.147271584,0.10262567,7.431636599,42.03734258,116.4566399,2.824280728,3.47026244,5.583538734,22840,0,1065,,,12.2,23.1,,0.0656,,,,,,,
a0005092,5092 Manara (1982 FJ),3.196651441,0.060451167,16.09957723,359.1911496,198.5727918,3.00341013,3.389892753,5.715459191,23113,0,993,,,11.6,26.34,,0.1014,,,,,,,
a0005095,5095 Escalante (1983 NL),2.430754029,0.217204345,14.6005253,146.8668947,187.5387512,1.902783691,2.958724366,3.78982995,16885,0,926,,,13.1,8.78,,0.1203,8.542,,,,,,
a0005097,5097 Axford (1983 TW1),2.601545951,0.226307337,3.895032513,123.9553858,182.0010719,2.012797015,3.190294887,4.196192992,13096,0,1146,,,13.2,13.02,,0.0547,,,,,,,
a0005102,5102 Benfranklin (1986 RD1),2.800520709,0.196137797,8.12385646,317.6415279,51.70521794,2.251232746,3.349808672,4.686691691,26992,0,982,,,12.6,18.2,,0.0443,,,,,,B,
a0005105,5105 Westerhout (1986 TM1),2.595627321,0.158221118,11.65897198,226.763423,189.443391,2.184944266,3.006310377,4.181881358,11464,0,860,,,12.1,13.58,,0.0874,13.0881,,,,,,
a0005130,5130 Ilioneus (1989 SC7),5.220403271,0.010576698,15.72724034,242.5175249,114.6328002,5.16518864,5.275617902,11.92790803,21221,0,876,,,9.7,59.4,,0.0602,14.768,,,,,,
a0005133,5133 Phillipadams (1990 PA),2.713620062,0.224110515,12.01880265,87.65741076,280.0341103,2.105469273,3.321770851,4.47024951,22152,0,979,,,11.9,25.23,,0.0697,6.6645,,,,,B,
a0005140,5140 Kida (1990 XH),3.181359746,0.117472893,11.43502398,163.8236206,216.7115628,2.807636213,3.555083278,5.67449705,23163,0,1107,,,11.5,26.7,,0.0683,,,,,,,
a0005144,5144 Achates (1991 XX),5.20761082,0.271226115,8.900822926,322.8302255,331.5631034,3.795170768,6.620050872,11.8840914,23689,0,1103,,,9,91.91,,0.0576,5.958,,,,,,
a0005145,5145 Pholus (1992 AD),20.32409852,0.573886347,24.73357605,119.2510316,354.8770543,8.660375866,31.98782118,91.6273528,11593,1,328,,,7.1,190,,0.044,9.98,,,,,,Z
a0005153,5153 (1940 GO),2.657808192,0.171629977,12.8004342,90.8964318,39.66961063,2.201648633,3.113967752,4.333049555,27002,0,934,,,11.8,28.21,,0.0735,9,,,,,,
a0005176,5176 Yoichi (1989 AU),2.686504803,0.310528365,7.704646945,94.15186103,268.3940303,1.852268858,3.520740749,4.403415171,28335,0,1099,,,12.2,16.56,,0.0849,,,,,,,
a0005185,5185 Alerossi (1990 RV2),2.676169415,0.084053488,8.37814466,216.4430192,216.8337831,2.451228041,2.90111079,4.378028726,29405,0,1071,,,12.5,12.86,,0.1408,,,,,,,
a0005192,5192 Yabuki (1991 CC),3.190161362,0.08697356,14.92098775,91.14376472,301.9822601,2.91270167,3.467621054,5.698062104,18635,0,961,,,10.7,35.57,,0.0966,,,,,,,
a0005202,5202 (1983 XX),2.400062017,0.166072573,12.61684861,262.6501235,160.6906153,2.001477544,2.798646491,3.718278353,12617,0,814,,,13.1,10.19,,0.0893,183,,,,,,
a0005209,5209 (1989 CW1),5.179918721,0.051127124,9.051204988,322.7402562,106.2888534,4.915084376,5.444753065,11.78942489,21534,0,956,,,10.2,56.41,,0.0506,,,,,,,
a0005222,5222 Ioffe (1980 TL13),2.775282203,0.143233646,34.53682792,220.6807932,330.7627457,2.377768414,3.172795992,4.623479414,22381,0,1018,,,11.3,21.92,,0.1463,19.4,,,,,B,
a0005225,5225 Loral (1983 TS1),3.080309822,0.188511245,2.346404672,100.1932026,283.414687,2.499636782,3.660982863,5.406295792,30569,0,1242,,,12.4,18.73,,0.0459,,,,,,,
a0005228,5228 Maca (1986 VT),3.104258595,0.159707763,1.260782211,195.8779495,128.4547024,2.608484399,3.600032791,5.469467432,13983,0,1118,,,12.6,34.33,,0.0413,,,,,,,
a0005229,5229 (1987 DE6),3.12077605,0.15802301,5.723139994,312.562435,74.81260884,2.627621624,3.613930476,5.513179198,30419,0,1043,,,12.4,23.4,,0.0503,,,,,,,
a0005236,5236 Yoko (1990 TG3),2.330798231,0.110131961,7.40091512,206.2631707,198.0934326,2.07410285,2.587493612,3.558485676,30371,0,986,,,13,8.98,,0.1383,2.768,,,,,,
a0005237,5237 Yoshikawa (1990 UF3),2.240080376,0.095578435,5.140047678,38.2020139,145.4898546,2.025976998,2.454183753,3.352768784,30346,0,1126,,,13.2,13.8,,0.0587,,,,,,,
a0005249,5249 Giza (1983 HJ),3.167996207,0.144719689,2.16780645,122.9454295,56.70010064,2.709524781,3.626467632,5.638780401,21876,0,1273,,,12.2,22.23,,0.0517,,,,,,,
a0005254,5254 Ulysses (1986 VG1),5.235499437,0.121159533,24.19416932,76.03356385,343.4991981,4.60116877,5.869830103,11.97968443,10015,0,855,,,9.1,78.34,,0.0869,28.72,,,,,,
a0005255,5255 Johnsophie (1988 KF),2.670900106,0.016905541,11.61475878,99.62983593,125.369043,2.625747095,2.716053118,4.365104754,21771,0,823,,,13.2,18.8,,0.0723,,,,,,,
a0005259,5259 Epeigeus (1989 BB1),5.19997107,0.07246439,15.92130099,67.47288486,199.3060388,4.82315834,5.5767838,11.85794942,12439,0,770,,,10.2,42.59,,0.0739,18.42,,,,,,
a0005262,5262 Brucegoldberg (1990 XB1),3.087091389,0.164770969,15.97575129,91.10814675,93.27605568,2.578428351,3.595754428,5.424159252,26110,0,915,,,11.1,33.25,,0.0698,16.43,,,,,,
a0005264,5264 Telephus (1991 KC),5.203342207,0.111966378,33.57758669,121.9000732,359.3259751,4.620742825,5.785941589,11.86948253,17995,0,769,,,9.3,73.26,,0.0522,9.518,,,,,,
a0005283,5283 Pyrrhus (1989 BW),5.198405102,0.149674072,17.48817767,71.15122591,356.3573274,4.420338644,5.976471561,11.8525933,22799,0,853,,,9.7,64.58,,0.0807,7.323,,,,,,
a0005304,5304 Bazhenov (1978 TA7),2.98058867,0.070309619,8.979803741,114.5737906,320.9733748,2.771024615,3.190152726,5.145899163,13636,0,1018,,,12.5,18.2,,0.0925,,,,,,,
a0005316,5316 Filatov (1982 UB7),3.160746861,0.021637167,14.73884401,230.2388655,239.0191728,3.092357253,3.229136468,5.619436592,11215,0,857,,,11.6,32.62,,0.0417,,,,,,,
a0005330,5330 Senrikyu (1990 BQ1),2.763491335,0.157371551,33.73730012,307.7015323,21.16806091,2.328596419,3.198386251,4.594046249,22784,0,685,,,12.2,12.29,,0.2227,14.44,,,,,B,
a0005332,5332 Davidaguilar (1990 DA),2.16366042,0.456635258,25.47356827,142.9300728,305.8171606,1.175656785,3.151664055,3.182671778,14811,0,826,,,14.6,3.6,,,5.803,,,,,,
a0005337,5337 Aoki (1991 LD),3.202687685,0.092350773,6.431452447,237.8164413,3.995512315,2.906917001,3.49845837,5.731655602,22877,0,1228,,,11.6,32.52,,0.042,,,,,,,
a0005358,5358 (1992 QH),2.854483829,0.191564545,11.08888333,335.556048,84.58205355,2.307665933,3.401301725,4.82280367,23045,0,854,,,11.4,14.4,,0.2141,,,,,,,
